"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050673","GO:0050673","epithelial cell proliferation","58/1453","480/18870",0.000414365299999538,0.015474753176945,0.0126247111002387,"TIE1/EPPK1/LRG1/NEAT1/NGFR/NRARP/FGFR1/TNF/IL6/C5AR1/CDKN1A/IGFBP4/ACVRL1/FUT2/HMOX1/EGFR/RAP1GAP/NUPR1/LOXL2/APOE/IFT80/ADAM17/LIPA/HYAL1/EGFL7/SERPINF1/CEBPB/SGPP2/COL8A2/NFKBIZ/VHL/KDM5B/ROBO1/RASGRF1/IGFBP3/WNT10B/LIMS2/ARNT/PTPRM/MTA3/PGF/NR4A1/ECM1/DLG1/PRKDC/SCARB1/ERN1/ATP7A/SIDT2/BMP6/ZFP36L1/CLDN1/B2M/HPN/XDH/OSR2/EAF2/ZNF580",58
"GO:0051963","GO:0051963","regulation of synapse assembly","20/1453","114/18870",0.000414502317239597,0.015474753176945,0.0126247111002387,"SEMA4D/THBS2/OGT/NLGN2/SLITRK5/NEGR1/LRRC4B/RAB17/SRPX2/SLITRK3/ICAM5/NTN1/SNAP25/FLRT3/EPHB2/FARP1/CLSTN1/OXTR/NTNG2/SEMA4A",20
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","52/1453","419/18870",0.00043140772396088,0.016001304670549,0.013054285673102,"TUBB4A/MAP2/ESAM/GSN/MAPT/TNF/TRABD2A/CLU/BIK/SIRT2/THRA/CYRIA/MARK4/APOE/STXBP1/PINK1/MAPRE3/GBP2/FBLIM1/CRYAB/RIOK3/GBP5/CORO1A/SLAIN1/WNT10B/CAND1/ABCA3/EVL/CSF2/SCIN/IRGM/CRACD/KANK3/PPP2R5B/FSCN1/TMOD1/SPTBN5/TMOD2/DLG1/CAMSAP3/NPHS1/RNF4/RASIP1/ANKRD27/CYFIP1/PREX1/LCP1/CYFIP2/PLCG2/TMSB15A/NAPB/MYADM",52
"GO:0010976","GO:0010976","positive regulation of neuron projection development","25/1453","158/18870",0.000441738737927399,0.01627878497446,0.0132806614112367,"RELN/LYN/PTK7/KDM1A/TUBB2B/CNTN1/APOE/NEGR1/ARHGAP35/SERPINF1/TIAM1/CAMK1D/FEZ1/PTK6/CX3CL1/NDNF/SCARB2/FYN/SERPINI1/EPHB2/PPP2R5B/FKBP1B/ANKRD27/CYFIP1/TENM3",25
"GO:0002237","GO:0002237","response to molecule of bacterial origin","47/1453","369/18870",0.00044956886390799,0.0164175583049985,0.0133938763482656,"PTAFR/SERPINE1/SOD2/ANKRD1/TNF/ASS1/LYN/IL6/C5AR1/S100A14/SASH1/AKAP12/TNFRSF1B/F2R/FOSL2/ADAMTS13/CXCL8/SLC7A5/ADAM17/PRDX2/GFI1/CEBPB/GBP2/HDAC5/NFKBIZ/CD24/CXCL10/GBP5/PALM3/CXCL2/LITAF/PLSCR4/CX3CL1/CSF2/EPHB2/IRGM/NR4A1/CDK19/P2RX7/CD14/SCARB1/NFKBIA/BMP6/CLDN1/B2M/JAK2/PLCG2",47
"GO:0006826","GO:0006826","iron ion transport","13/1453","59/18870",0.000451252915596071,0.0164175583049985,0.0133938763482656,"LCN2/SLC39A14/FTH1/SLC40A1/SLC46A1/SLC11A2/SLC22A17/STEAP2/CYBRD1/ATP7A/FLVCR1/TTYH1/B2M",13
"GO:0050767","GO:0050767","regulation of neurogenesis","49/1453","390/18870",0.00047120984179313,0.0168458939029823,0.013743323807405,"CRABP2/MAP2/SEMA3B/SPINT1/SEMA4D/RELN/MAPT/TNF/LYN/IL6/SEMA6B/SEMA3C/HDAC1/L1CAM/GDI1/GPR37L1/SIRT2/KDM1A/TNFRSF1B/SLC7A5/HLTF/MYRF/SERPINF1/TIAM1/HAPLN3/ROBO1/TGM2/METRN/NTN1/POU4F1/CX3CL1/PRTG/MEGF8/SHANK3/EPHB2/SEMA3G/CHD7/LHX2/DAG1/MYB/LIN28A/ANKRD27/CYFIP1/B2M/SEMA3A/SMARCD3/THY1/BTG2/SEMA4A",49
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","12/1453","52/18870",0.000473756292022563,0.0168458939029823,0.013743323807405,"PTGDS/FADS3/SCD5/ELOVL2/DAGLB/PLA2G4A/PTGS1/AKR1C3/PTGES/PNPLA8/CD74/ELOVL3",12
"GO:0045332","GO:0045332","phospholipid translocation","12/1453","52/18870",0.000473756292022563,0.0168458939029823,0.013743323807405,"ATP8B1/ANO9/ABCC1/ATP8B2/PLSCR4/SLC66A2/P2RX7/KCNN4/ABCB1/TMEM41B/ABCB4/ATP10A",12
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","59/1453","493/18870",0.000474822989912491,0.0168458939029823,0.013743323807405,"PTAFR/IL20RB/NRARP/IL18/TNF/ASS1/LYN/CD9/IL6/PTPRU/SERPINF2/HLA-DMB/ZP3/SPINT2/CD83/SDC4/CHST2/HLA-DMA/PRDX2/CEBPB/EPB41L5/NFKBIZ/LOXL3/CD24/HLA-DQB1/ADORA2A/MEGF10/GLI2/MAGI1/CORO1A/CD70/CX3CL1/WNT10B/PODXL/SPN/HLA-DRB1/LAPTM5/FYN/ADA/TNFSF9/CCL5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/BMP6/TNFRSF21/TENM3/CD74/PAWR/B2M/SMARCD3/ADAM8/JAK2/THY1/CD47/MYADM",59
"GO:0006633","GO:0006633","fatty acid biosynthetic process","26/1453","168/18870",0.000486875837176307,0.017018558391814,0.0138841880437418,"MLXIPL/PTGDS/FADS3/SCD5/PRKAG2/INSIG2/SIRT2/ELOVL2/WDTC1/PECR/DAGLB/PLA2G4A/PTGS1/AKR1C3/GSTM4/PRKAA2/PTGES/LIPC/TECR/ACOT7/LPGAT1/GSTM2/PNPLA8/CD74/ELOVL3/ACSS2",26
"GO:0003012","GO:0003012","muscle system process","55/1453","452/18870",0.000487065052442605,0.017018558391814,0.0138841880437418,"PTAFR/CACNA1G/CNN1/TNNC1/GJA1/GSN/GAA/ANKRD2/TNF/ANXA6/GAMT/HMOX1/HTR1D/TNFRSF1B/F2R/CACNA1H/SPX/TMEM38A/TIAM1/TNNI3/STAC3/CRYAB/P2RX4/ABAT/DOCK5/DES/PDE9A/MYH14/GNAO1/G6PD/JUP/ADA/PLCE1/GSTM2/TMOD1/TMOD2/NR4A1/KCNN2/DLG1/FKBP1B/DAG1/EHD3/CALM3/DMD/MYL9/OXTR/LMCD1/JARID2/CACNA1D/CALD1/SNTB1/ATP2A1/NFATC1/SCN1A/BDKRB2",55
"GO:0002526","GO:0002526","acute inflammatory response","19/1453","107/18870",0.000489194731150984,0.017018558391814,0.0138841880437418,"IL20RB/TNF/ASS1/IL6/CREB3L3/SERPINF2/SAA1/ZP3/NUPR1/C3/LIPA/SAA2/EIF2AK1/PRCP/CEBPB/PTGES/SERPINA1/SPN/ADAM8",19
"GO:0016126","GO:0016126","sterol biosynthetic process","14/1453","67/18870",0.000491607516570257,0.017018558391814,0.0138841880437418,"SREBF2/PRKAG2/INSIG2/APOE/LIPA/HMGCS1/PRKAA2/G6PD/MSMO1/ABCG4/FAXDC2/CYP51A1/FDFT1/NPC1L1",14
"GO:0000302","GO:0000302","response to reactive oxygen species","30/1453","205/18870",0.000498530913053526,0.0170515483554595,0.0139111021247271,"H19/COL1A1/SOD2/MAPT/IL6/FBLN5/HMOX1/EGFR/TXNIP/GPR37L1/APOE/PINK1/HYAL1/PRDX2/CRYAB/FYN/PPARGC1B/UCP2/RHOB/SOD3/FKBP1B/MYB/ERN1/ATP7A/ZNF277/GPR37/PAWR/AGAP3/DHFR/ZNF580",30
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","30/1453","205/18870",0.000498530913053526,0.0170515483554595,0.0139111021247271,"CACNA1G/PLCB4/TPCN1/LYN/SCN3A/F2R/CACNA1H/TMEM38A/P2RX4/CXCL10/CORO1A/CX3CL1/AKAP5/GRIN2D/FYN/PLCE1/GSTM2/JPH1/CHD7/FKBP1B/P2RX7/CALM3/DMD/GRIN1/CACNA1D/SLC8A2/PLCG2/SCN1A/THY1/SCN2A",30
"GO:0050863","GO:0050863","regulation of T cell activation","48/1453","381/18870",0.000503673812727508,0.017110395917239,0.0139591115151144,"IL20RB/NRARP/IL18/LYN/IL6/HLA-DMB/ZP3/CD83/SDC4/TNFRSF1B/HLA-DMA/TNFRSF9/PRDX2/CEBPB/NFKBIZ/LOXL3/CD24/FANCA/HLA-DQB1/CYP26B1/ADORA2A/GLI2/CORO1A/CD70/WNT10B/SPN/HLA-DRB1/LAPTM5/FYN/ADA/PSG9/TNFSF9/CCL5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/B2M/SMARCD3/ADAM8/JAK2/THY1/CD47",48
"GO:0046942","GO:0046942","carboxylic acid transport","45/1453","351/18870",0.000510938225352183,0.017110395917239,0.0139591115151144,"CRABP2/PLIN2/GJA1/ATP8B1/SLC23A2/TNF/RBP7/ERFE/PSAP/SLC38A3/GABBR1/ABCC1/CPT1A/FOLR1/APOE/STXBP1/SLC7A5/SPX/SLC17A5/SLC6A12/PRAF2/NHERF1/PLA2G4A/P2RX4/ABAT/ADORA2A/PTGES/LYPLA1/SLC27A1/SLC46A1/UCP2/SLC16A7/SLC17A7/CACNB4/P2RX7/SLC1A1/SLC16A1/PNPLA8/ACSL1/LRRC8E/ABCB1/LLGL2/ABCB4/SERINC5/BDKRB2",45
"GO:0001958","GO:0001958","endochondral ossification","9/1453","32/18870",0.000512233491219864,0.017110395917239,0.0139591115151144,"COL1A1/TMEM119/IFT80/PHOSPHO1/LOC102724560/NAB1/FGFR3/BMP6/CSGALNACT1",9
"GO:0036075","GO:0036075","replacement ossification","9/1453","32/18870",0.000512233491219864,0.017110395917239,0.0139591115151144,"COL1A1/TMEM119/IFT80/PHOSPHO1/LOC102724560/NAB1/FGFR3/BMP6/CSGALNACT1",9
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","38/1453","282/18870",0.00052094591669788,0.0171457402819114,0.0139879463784501,"RELN/FGFR1/IL18/TNF/TCIM/CDKN1A/CLU/CCN1/ERBB3/RASSF2/SASH1/AGAP2/EGFR/PRKAG2/CCND2/PDGFRB/PINK1/MAPRE3/ADAM17/DLG4/EGR1/NEDD9/TNFRSF10B/CD24/MAP4K2/ROBO1/GAS6/MMD/SRCIN1/IRGM/CCL5/CALM3/ERN1/INSR/PIH1D1/SLC8A2/ADAM8/JAK2",38
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","57/1453","474/18870",0.000521491304218251,0.0171457402819114,0.0139879463784501,"GDF15/CCL20/FGFR1/TNF/IL6/ICAM1/C5AR1/IGFBP4/SERPINF2/INHBA/RASSF2/ARRB2/SASH1/ANKRD6/ARRB1/AKAP12/EGFR/GPR37L1/GLIPR2/PDGFRB/ARHGAP8/APOE/BIRC7/F2R/CCN2/PRDX2/CD24/MAP4K2/AKAP13/ROBO1/IGFBP3/CX3CL1/GAS6/HLA-DRB1/LAPTM5/MTURN/KSR1/PLCE1/CCL5/ITGA1/MAPK8IP2/P2RX7/GSDME/ERN1/CD81/FGFR3/F2RL1/INSR/CSPG4/GPR37/CD74/SEMA3A/XDH/ADAM8/JAK2/PLCG2/SPAG9",57
"GO:0019882","GO:0019882","antigen processing and presentation","20/1453","116/18870",0.000523241360052928,0.0171457402819114,0.0139879463784501,"CTSH/RAB3B/CTSV/ICAM1/LGMN/HLA-DMB/IFI30/HLA-DMA/ULBP1/HLA-DQB1/CTSF/HLA-DRB1/CALR/HLA-A/RAB27A/CD74/MR1/B2M/CTSE/RAB6A",20
"GO:0060348","GO:0060348","bone development","31/1453","215/18870",0.000525298415499736,0.0171457402819114,0.0139879463784501,"COL1A1/SEMA4D/GJA1/ANXA6/VKORC1/SH3PXD2B/INSIG2/BGN/FBN1/TMEM119/FOSL2/IFT80/PHOSPHO1/LIPA/NOTUM/AKAP13/CYP26B1/TGM2/LOC102724560/SRD5A1/COL27A1/MEGF8/GREM1/ECM1/NAB1/FGFR3/SFRP4/ADAMTS12/BMP6/OSR2/CSGALNACT1",31
"GO:1902414","GO:1902414","protein localization to cell junction","19/1453","108/18870",0.00055157446853362,0.0178136963944567,0.0145328825627045,"KIF5C/RELN/MAPT/OGT/NLGN2/GRIP1/TJP3/HEG1/DLG4/KIF3A/SLITRK3/NETO1/SNAP25/MAP1A/PECAM1/CLSTN1/DLG1/DAG1/NPHS1",19
"GO:0001503","GO:0001503","ossification","54/1453","444/18870",0.00055200004583663,0.0178136963944567,0.0145328825627045,"CYP24A1/MRC2/COL1A1/SEMA4D/TNF/IL6/ERFE/CCN1/RASSF2/EGFR/SORT1/GABBR1/THRA/TMEM119/FOSL2/CCN2/IFT80/PHOSPHO1/TNFAIP6/TUFT1/JUND/TNC/EIF2AK3/CEBPB/COL5A2/NOTUM/KREMEN1/SND1/GLI2/LOC102724560/CRIM1/CCDC47/IGFBP3/WNT10B/IGSF10/FHL2/ACHE/PPARGC1B/GREM1/ECM1/NAB1/ZHX3/ADGRV1/PTH1R/P2RX7/FGFR3/CHRDL1/ADAMTS12/BMP6/FZD9/BMP8B/OSR2/SUN1/CSGALNACT1",54
"GO:0009410","GO:0009410","response to xenobiotic stimulus","53/1453","434/18870",0.000561436293680356,0.0179187807754274,0.0146186131676281,"PLIN2/ABCA2/COL1A1/SOD2/CYP2S1/NPC1/ANKRD1/TNF/ASS1/LYN/CDKN1A/VKORC1/SEMA3C/MYO6/POR/TXNIP/ABCC1/PDE4A/SLITRK5/ADSS1/CPT1A/COL18A1/FOSL2/PMS1/ADAM17/LIPA/HDAC5/NFKBIZ/GSTM4/ABAT/CYP26B1/PRKAA2/ADORA2A/CES3/SRD5A1/GAS6/AOX1/ABCA3/SULT1A1/ADA/PTPRM/GSTM2/CALR/NEUROD1/CYB5B/P2RX7/SLC1A1/GRIN1/ACSL1/OXTR/ABCB1/C1orf115/SULT1A3",53
"GO:0044000","GO:0044000","movement in host","28/1453","188/18870",0.000568596969391118,0.0179187807754274,0.0146186131676281,"GSN/NPC1/TPCN1/ICAM1/EGFR/CXCL8/NECTIN2/ITGAV/TNFRSF4/TRIM22/LRRC15/CTSB/PC/GAS6/HLA-DRB1/SCARB2/BSG/ITGA5/DAG1/SCARB1/CD81/TYRO3/XPR1/ITCH/INSR/CBL/CD74/CLDN1",28
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","10/1453","39/18870",0.000570446824820709,0.0179187807754274,0.0146186131676281,"ANKRD2/TCIM/CREB3L3/HMOX1/SIRT2/ATF3/CEBPB/EGR1/VHL/ARNT",10
"GO:0097242","GO:0097242","amyloid-beta clearance","10/1453","39/18870",0.000570446824820709,0.0179187807754274,0.0146186131676281,"LRP1/TNF/C5AR1/CLU/HDAC1/APOE/C3/CYP51A1/INSR/MSR1",10
"GO:0006066","GO:0006066","alcohol metabolic process","47/1453","373/18870",0.000570941544315088,0.0179187807754274,0.0146186131676281,"PTAFR/AKR1B1/ABCA2/LIMA1/NPC1/ALDH1A3/DHRS7/SREBF2/INSIG2/GDPD1/AKR1A1/APOE/ALDH1B1/CACNA1H/PECR/ABCA5/LIPA/HMGCS1/GFI1/SGPP2/PLA2G4A/AKR1C3/PRKAA2/LIPC/MOXD1/H6PD/SULT1A1/G6PD/MOGAT3/MSMO1/ABCG4/CYP51A1/APOBR/SULT2B1/FDFT1/PTH1R/AKR1B15/SCARB1/SULT1A3/BMP6/NPC1L1/IMPA2/ACSS2/TKFC/DHFR/PLCG2/IDH2",47
"GO:0003158","GO:0003158","endothelium development","23/1453","143/18870",0.000580727394535935,0.0180745064919276,0.0147456583074899,"TIE1/TNF/ICAM1/ACVRL1/SLC40A1/TJP3/COL18A1/LIPA/HEG1/CXCL10/VHL/S1PR2/COL27A1/PECAM1/RHOB/FSTL1/CLIC4/F2RL1/ADAMTS12/BMP6/CLDN1/XDH/MYADM",23
"GO:0032768","GO:0032768","regulation of monooxygenase activity","11/1453","46/18870",0.000585307791314824,0.0180745064919276,0.0147456583074899,"S100A1/TNF/POR/EGFR/APOE/GFI1/NPR3/GLA/SCARB1/ATP7A/DHFR",11
"GO:0010952","GO:0010952","positive regulation of peptidase activity","26/1453","170/18870",0.000585396306198635,0.0180745064919276,0.0147456583074899,"CLDN4/ATP2A3/HIP1/CTSH/NGFR/GSN/MAPT/TNF/LYN/CTSV/LGMN/F2R/PINK1/EIF2AK3/PERP/ROBO1/NLRP1/LAPTM5/FYN/GRIN1/CASP8AP2/CASP10/XDH/FAM162A/JAK2/CYFIP2",26
"GO:0034329","GO:0034329","cell junction assembly","54/1453","446/18870",0.000614383719200634,0.018867525828355,0.0153926243627686,"CLDN4/ESAM/SEMA4D/GJA1/TNF/THBS2/CD9/OGT/NLGN2/ACVRL1/CLDN16/CLDN11/SDC4/RAB29/ITGB4/SLITRK5/NEGR1/THSD1/LRRC4B/CDH24/EPB41L5/RAB17/SRPX2/SLITRK3/GPM6A/ICAM5/NTN1/POU4F1/SNAP25/FLRT3/SHANK3/JUP/ACHE/EPHB2/PECAM1/SDK1/SORBS1/FSCN1/GREM1/ITGA5/FARP1/CLSTN1/DLG1/CAMSAP3/NPHS1/NRCAM/DNM3/OXTR/NTNG2/FBXO45/CLDN23/CLDN1/THY1/SEMA4A",54
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","26/1453","171/18870",0.000640894157324798,0.0194722735459534,0.0158859934741147,"PTAFR/CNN1/NOTCH3/SOD2/GJA1/IL18/TNF/IL6/CDKN1A/SERPINF2/HDAC1/HMOX1/NPR1/PDGFRB/APOE/EFEMP2/NDRG2/IGFBP3/CX3CL1/CCL5/CALCRL/MYB/PRKDC/ERN1/RBPMS2/JAK2",26
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","26/1453","171/18870",0.000640894157324798,0.0194722735459534,0.0158859934741147,"GDF15/H19/HIP1/SEMA4D/FGFR1/IL18/TNF/ERFE/ERBB3/ARRB2/EGFR/PDGFRB/F2R/PINK1/AKR1C3/P2RX4/CX3CL1/GAS6/PIK3AP1/CCL5/LIN28A/F2RL1/INSR/CBL/ADAM8/JAK2",26
"GO:0050878","GO:0050878","regulation of body fluid levels","46/1453","365/18870",0.000647229532388828,0.0195607147566401,0.015958146142497,"SERPINE1/AKR1B1/PLAT/ENTPD2/LYN/CD9/IL6/SERPINF2/SCNN1A/VKORC1/SAA1/TFPI2/F2RL2/ANXA8/NPR1/AK3/ZNF385A/APOE/F2R/FOSL2/ADAMTS13/STXBP1/PRDX2/HEG1/PLA2G4A/PROCR/DGKA/NPR3/ADORA2A/SERPINA1/GAS6/EPHB2/ADA/MYL9/TYRO3/ATP7A/LMAN1/KCNN4/F2RL1/OXTR/RAB27A/XDH/MERTK/JAK2/PLCG2/FBLN1",46
"GO:0006090","GO:0006090","pyruvate metabolic process","20/1453","118/18870",0.000655885032911516,0.0196386060990746,0.0160216919505756,"OGDHL/HKDC1/MLXIPL/OGT/IER3/PRKAG2/NUPR1/FOXK2/SDS/LIPA/PRKAA2/DHTKD1/PC/ARNT/UCP2/HK1/P2RX7/SLC16A1/BPGM/INSR",20
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","9/1453","33/18870",0.000656683082094407,0.0196386060990746,0.0160216919505756,"ANKRD2/CREB3L3/HMOX1/SIRT2/ATF3/CEBPB/EGR1/VHL/ARNT",9
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","47/1453","376/18870",0.000680310458826397,0.020115472825239,0.0164107323819352,"H19/MGAT5/ABCA2/SEMA4D/MLXIPL/MAPT/TNF/DUSP1/LYN/GPRC5A/CDKN1A/INHBA/CADM4/RASSF2/ARRB2/PRKAG2/SIRT2/APOE/DEPTOR/HEG1/PIP5KL1/PKIA/PTK6/IGFBP3/LATS2/SLC27A1/SNX6/EPHB2/SRCIN1/DBNDD1/CDA/PPP4R4/PKN1/CAMK2N1/FKBP1B/PRKDC/CALM3/DMD/RASIP1/DBNDD2/CBL/XDH/FBLN1/THY1/SPAG9/BDKRB2/MYADM",47
"GO:0008652","GO:0008652","amino acid biosynthetic process","15/1453","77/18870",0.000688632250142002,0.020115472825239,0.0164107323819352,"ASS1/DPYD/SDS/SEPHS2/ABAT/PLOD2/LOC102724560/MTHFD1/UPB1/DHFR2/ASNS/PYCR1/PHGDH/DHFR/SERINC5",15
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","19/1453","110/18870",0.000697188625790162,0.020115472825239,0.0164107323819352,"CYP2S1/PTGDS/ACOT2/PTGR1/ELOVL2/CPT1A/AIG1/DAGLB/PLA2G4A/PTGS1/AKR1C3/GSTM4/ACOT7/SLC27A1/GSTM2/PNPLA8/ACSL1/ACSF2/ELOVL3",19
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","7/1453","21/18870",0.000701913261307119,0.020115472825239,0.0164107323819352,"SEPHS2/LOC102724560/MTHFD1/DHFR2/PHGDH/DHFR/SERINC5",7
"GO:0042552","GO:0042552","myelination","23/1453","145/18870",0.000708380026486838,0.020115472825239,0.0164107323819352,"ABCA2/GAL3ST1/TNF/CD9/CLU/PLLP/SIRT2/ITGB4/TNFRSF1B/CNTN1/EIF2AK3/MYRF/TSPAN2/PRX/MAL2/SH3TC2/NAB1/DLG1/DAG1/CYFIP1/TNFRSF21/SCN2A/SERINC5",23
"GO:0046165","GO:0046165","alcohol biosynthetic process","23/1453","145/18870",0.000708380026486838,0.020115472825239,0.0164107323819352,"PTAFR/ABCA2/SREBF2/INSIG2/APOE/CACNA1H/LIPA/HMGCS1/GFI1/PRKAA2/MOXD1/H6PD/G6PD/MSMO1/ABCG4/CYP51A1/FDFT1/PTH1R/BMP6/NPC1L1/IMPA2/DHFR/PLCG2",23
"GO:0050921","GO:0050921","positive regulation of chemotaxis","23/1453","145/18870",0.000708380026486838,0.020115472825239,0.0164107323819352,"SERPINE1/FGFR1/IL6/C5AR1/LGMN/S100A14/PDGFRB/CXCL8/ADAM17/TIAM1/CAMK1D/NEDD9/P2RX4/CXCL10/GAS6/MEGF8/PGF/CALR/CCL5/F2RL1/AKIRIN1/CD74/ZNF580",23
"GO:0050905","GO:0050905","neuromuscular process","25/1453","163/18870",0.000708530477207965,0.020115472825239,0.0164107323819352,"TNNC1/GAA/TNF/ALDH1A3/NLGN2/TUBA1A/AGTPBP1/USH1G/DLG4/TNNI3/STAC3/AARS1/ADORA2A/MYH14/POU4F1/GRIN2D/MAP1A/HOXC10/STRA6/GSTM2/NR4A1/DMD/FOXS1/ATP2A1/SCN1A",25
"GO:0043086","GO:0043086","negative regulation of catalytic activity","57/1453","480/18870",0.000709830903082988,0.020115472825239,0.0164107323819352,"TIMP2/LRP1/H19/SERPINE1/CRB2/MGAT5/NES/SEMA4D/MAPT/TNF/DUSP1/LYN/GPRC5A/CDKN1A/SLC39A14/SERPINF2/ANXA8L1/SERPINA6/RECK/PRKAG2/SORT1/ANXA8/APOE/DEPTOR/ANGPTL4/PALM/GFI1/SERPINF1/HEG1/PKIA/PTK6/LATS2/SERPINA1/CAND1/CSTA/AKAP5/GAS6/SNX6/SERPINI1/EPHB2/SRCIN1/DBNDD1/PPP4R4/GLA/PNKP/ECM1/CAMK2N1/ADGRV1/FKBP1B/DFFA/RASIP1/DBNDD2/RASA4/SERPINB7/CBL/PIH1D1/THY1",57
"GO:0050919","GO:0050919","negative chemotaxis","11/1453","47/18870",0.000711681178062087,0.020115472825239,0.0164107323819352,"SEMA3B/SEMA4D/SEMA6B/SEMA3C/ITGAV/ROBO1/NTN1/FLRT3/SEMA3G/SEMA3A/SEMA4A",11
"GO:0007416","GO:0007416","synapse assembly","29/1453","200/18870",0.000713083714280873,0.020115472825239,0.0164107323819352,"SEMA4D/THBS2/OGT/NLGN2/RAB29/SLITRK5/NEGR1/LRRC4B/RAB17/SRPX2/SLITRK3/GPM6A/ICAM5/NTN1/POU4F1/SNAP25/FLRT3/SHANK3/ACHE/EPHB2/SDK1/FARP1/CLSTN1/NRCAM/DNM3/OXTR/NTNG2/FBXO45/SEMA4A",29
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","33/1453","238/18870",0.000714888127367562,0.020115472825239,0.0164107323819352,"IL20RB/IL18/LYN/IL6/CDKN1A/HLA-DMB/ZP3/SDC4/TNFRSF1B/TNFRSF9/CD22/CEBPB/TNFRSF4/CD24/CORO1A/CD70/SPN/HLA-DRB1/EPHB2/ADA/TNFSF9/PKN1/CCL5/DLG1/CCDC88B/BTN2A2/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/JAK2",33
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","47/1453","377/18870",0.000720699931102554,0.0201795980708715,0.016463047445774,"H19/MGAT5/ABCA2/SEMA4D/MLXIPL/MAPT/TNF/DUSP1/LYN/GPRC5A/CDKN1A/INHBA/CADM4/RASSF2/ARRB2/PRKAG2/SIRT2/APOE/DEPTOR/HEG1/PIP5KL1/PKIA/PTK6/IGFBP3/LATS2/SLC27A1/SNX6/EPHB2/SRCIN1/DBNDD1/CDA/PPP4R4/PKN1/CAMK2N1/FKBP1B/PRKDC/CALM3/DMD/RASIP1/DBNDD2/CBL/XDH/FBLN1/THY1/SPAG9/BDKRB2/MYADM",47
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","33/1453","239/18870",0.000769583314592224,0.0214372865450801,0.0174891028186403,"PTAFR/SERPINE1/ANKRD1/TNF/ASS1/LYN/IL6/SASH1/TNFRSF1B/ADAMTS13/CXCL8/SLC7A5/PRDX2/GFI1/GBP2/HDAC5/NFKBIZ/CXCL10/GBP5/CXCL2/LITAF/PLSCR4/CX3CL1/CSF2/EPHB2/IRGM/CDK19/CD14/SCARB1/NFKBIA/BMP6/JAK2/PLCG2",33
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","19/1453","111/18870",0.000781641984696744,0.0214372865450801,0.0174891028186403,"UNC13A/RELN/TNF/NLGN2/GRIN3B/CACNG8/STXBP1/SYT1/ADORA2A/GRID1/GRIA4/GRIN2D/SHANK3/MAPK8IP2/SLC17A7/CACNB4/GRIN1/OXTR/NAPB",19
"GO:0052548","GO:0052548","regulation of endopeptidase activity","38/1453","288/18870",0.000781910858087268,0.0214372865450801,0.0174891028186403,"TIMP2/SERPINE1/ATP2A3/CRB2/HIP1/NGFR/GSN/MAPT/TNF/LYN/SERPINF2/LGMN/ANXA8L1/HDAC1/SERPINA6/RECK/ANXA8/F2R/EIF2AK3/SERPINF1/PERP/ROBO1/NLRP1/SERPINA1/GAS6/ATP13A2/LAPTM5/FYN/SERPINI1/GRIN1/SERPINB7/PIH1D1/CASP8AP2/CASP10/XDH/FAM162A/JAK2/CYFIP2",38
"GO:0032496","GO:0032496","response to lipopolysaccharide","44/1453","348/18870",0.00078393881793042,0.0214372865450801,0.0174891028186403,"PTAFR/SERPINE1/SOD2/ANKRD1/TNF/ASS1/LYN/IL6/S100A14/SASH1/AKAP12/TNFRSF1B/F2R/FOSL2/ADAMTS13/CXCL8/SLC7A5/ADAM17/PRDX2/GFI1/CEBPB/GBP2/HDAC5/NFKBIZ/CXCL10/GBP5/PALM3/CXCL2/LITAF/PLSCR4/CX3CL1/CSF2/EPHB2/IRGM/NR4A1/CDK19/P2RX7/CD14/SCARB1/NFKBIA/BMP6/CLDN1/JAK2/PLCG2",44
