"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","30/1840","118/18870",6.93248557904347e-07,3.50808752229614e-05,3.08132384153407e-05,"CCNB1/AURKA/CDC20/CDCA8/PLK1/BUB1/SPHK1/UBE2C/ANAPC7/MAD1L1/CAV2/DLGAP5/AURKAIP1/INCENP/PRMT5/DYNC1LI1/IK/OBSL1/NEK2/BIRC5/MKI67/ZW10/ESPL1/CENPF/BORA/BTC/NDC80/BUB3/SPC25/GEN1",30
"GO:0060382","GO:0060382","regulation of DNA strand elongation","10/1840","17/18870",7.7567520572147e-07,3.89014967012276e-05,3.41690760264711e-05,"MCRS1/ACTR8/RUVBL2/RUVBL1/INO80E/INO80/NUCKS1/INO80D/INO80B/TFPT",10
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","9/1840","14/18870",9.93243463503536e-07,4.93649307858438e-05,4.3359618937483e-05,"TERF1/MACROH2A1/CCT3/CCT5/CCT6A/GNL3L/CCT7/DKC1/CCT2",9
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","8/1840","11/18870",1.01479841602731e-06,4.93649307858438e-05,4.3359618937483e-05,"MEPCE/CCT3/CCT5/CCT6A/CCT7/DKC1/LARP7/CCT2",8
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","8/1840","11/18870",1.01479841602731e-06,4.93649307858438e-05,4.3359618937483e-05,"MEPCE/CCT3/CCT5/CCT6A/CCT7/DKC1/LARP7/CCT2",8
"GO:0034471","GO:0034471","ncRNA 5'-end processing","11/1840","21/18870",1.02825296456182e-06,4.93649307858438e-05,4.3359618937483e-05,"UTP20/POP1/THG1L/POP4/PRORP/RPP21/RPP30/TBL3/NOP9/HSD17B10/ABT1",11
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","11/1840","21/18870",1.02825296456182e-06,4.93649307858438e-05,4.3359618937483e-05,"CCNB1/CDCA8/SPAG5/RCC2/KAT5/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/ZW10",11
"GO:0019080","GO:0019080","viral gene expression","27/1840","102/18870",1.0516244409204e-06,5.00591058021177e-05,4.3969346606547e-05,"PARP10/MDFIC/PSMC3/HMGA2/MON1B/PAIP1/EIF2AK4/PTBP1/EIF3F/CSDE1/PARP9/TRIM21/PRMT1/USF2/MGAT1/USF1/TRIM8/TRIM14/TARBP2/SMARCB1/GALNT1/EIF3G/TRIM27/EIF3B/NUCKS1/TRIM13/LARP7",27
"GO:0018205","GO:0018205","peptidyl-lysine modification","45/1840","219/18870",1.08226973557911e-06,5.10849504600659e-05,4.48703958483793e-05,"HCFC1/BRD8/HDAC7/SUMO3/IFIH1/MCRS1/KAT5/PML/CREBBP/KMT2B/MSL3/HINT1/SMYD2/PLOD3/SET/TADA2B/ZMIZ1/TRIM28/GNL3L/DIP2B/PIAS4/SETD1A/RUVBL2/MYBBP1A/HDAC9/RUVBL1/EEF2KMT/TRIM27/DMAP1/TAF5L/DDX21/WDR5/SIRT5/TRIM38/MUL1/TAF9/KANSL2/PHF20L1/DOHH/TADA2A/ZNF451/NELFE/NFYC/CTNNB1/UBE2I",45
"GO:0009895","GO:0009895","negative regulation of catabolic process","63/1840","349/18870",1.10942126300735e-06,5.19301602859355e-05,4.56127847343459e-05,"EIF4G2/PHB1/SERPINE2/HSP90AB1/PKP3/MET/EIF4ENIF1/HFE/HIPK2/PAIP1/MYD88/MTOR/IGF2BP1/FUS/RPTOR/WDR6/PML/CSDE1/PHF23/PDCL3/ANXA2/HNRNPD/PBK/HNRNPC/EIF4G1/YBX1/TLK2/PPP2CA/LARP1/AKT1/USP14/PSMF1/POLDIP2/IREB2/SYNCRIP/CCAR2/TRIM39/FLNA/HNRNPAB/DKC1/DDRGK1/SF3B3/RRAGB/TRIM27/CST3/ANGEL2/VPS35/NRDE2/DDIT4/METTL1/FMC1/TAF9/RILP/PSME3IP1/NBAS/MTMR2/PHF20L1/CRTC3/NMNAT1/LRRK2/UPF3A/CIRBP/APOC1",63
"GO:1905818","GO:1905818","regulation of chromosome separation","22/1840","74/18870",1.24652546138506e-06,5.73912583327857e-05,5.04095326791351e-05,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/ANAPC7/MAD1L1/DLGAP5/INCENP/DYNC1LI1/IK/BIRC5/NCAPG2/ZW10/ESPL1/CENPF/NDC80/BUB3/PLSCR1/SPC25/GEN1",22
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","22/1840","74/18870",1.24652546138506e-06,5.73912583327857e-05,5.04095326791351e-05,"SMARCD1/HMGA2/SS18/TEAD4/YAP1/TAF6L/KDM2B/KDM3A/ARID1A/HNF1B/SMARCB1/ACTB/SAP130/TAF5L/ZC3H13/BRD9/CNOT1/BCL7B/CNOT2/SAP30L/DPF2/BRMS1",22
"GO:0030490","GO:0030490","maturation of SSU-rRNA","18/1840","53/18870",1.34163939308689e-06,6.07741005723311e-05,5.33808474991362e-05,"UTP20/DHX37/NAT10/TSR1/NGDN/HEATR1/BMS1/NOB1/TSR3/TBL3/LSM6/LOC102724159/NOP9/TSR2/RRS1/IMP4/WDR3/ABT1",18
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","18/1840","53/18870",1.34163939308689e-06,6.07741005723311e-05,5.33808474991362e-05,"TERF1/HNRNPA1/CCT3/PIF1/NAT10/EXOSC10/SMG5/CCT5/HNRNPC/CCT6A/NEK2/XRCC5/GNL3L/CCT7/DKC1/TEN1/CTNNB1/CCT2",18
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","10/1840","18/18870",1.59217250565192e-06,7.14521898032955e-05,6.2759932462177e-05,"CCT3/EXOSC10/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",10
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","22/1840","75/18870",1.60280860160499e-06,7.14521898032955e-05,6.2759932462177e-05,"HSP90AB1/TERF1/HNRNPA1/CCT3/PIF1/NAT10/EXOSC10/NHP2/HSP90AA1/SMG5/CCT5/HNRNPC/CCT6A/NEK2/XRCC5/GNL3L/CCT7/DKC1/TEN1/TELO2/CTNNB1/CCT2",22
"GO:0000910","GO:0000910","cytokinesis","40/1840","188/18870",1.68744762574547e-06,7.46330182189947e-05,6.55538087183509e-05,"AURKA/EXOC7/CDCA8/KIF20A/PLK1/KIF4A/CDC25B/LZTS2/CHMP3/KLHL21/CHMP6/KIF23/RHOC/CFL1/DCTN3/EXOC3/KIF14/SH3GLB1/RACGAP1/INCENP/RASA1/PDCD6IP/BIRC5/CIT/POLDIP2/ZFYVE26/ESPL1/CHMP4B/PRKCE/SON/RAB11FIP3/STMN1/ARF1/CHMP4C/CETN2/PKP4/PLEC/ACTR3/ENTR1/CENPA",40
"GO:0006413","GO:0006413","translational initiation","30/1840","123/18870",1.7771493614875e-06,7.79863122146505e-05,6.84991698790452e-05,"EIF4G2/EIF4A1/EIF6/PAIP1/MTOR/EIF5/EIF2AK4/EIF3F/CSDE1/MTIF2/EIF1/KHDRBS1/EIF4G1/LARP1/EIF2B5/PPP1R15A/EIF3G/EIF3I/ABCE1/METTL3/EIF3J/DDX1/EIF1AX/EIF3B/CDC123/COPS5/EIF4E2/POLR2G/YTHDF3/PPP1CA",30
"GO:0006605","GO:0006605","protein targeting","61/1840","339/18870",1.82161051569597e-06,7.93177229973973e-05,6.96686127055651e-05,"TOMM6/PEX10/ZFAND2A/ARL6IP1/MON1B/LTBP2/AP1M2/PITRM1/PRNP/UBE2L3/DNLZ/VPS52/LEPROT/HSPD1/TOMM22/HGS/BCAP31/TOMM40/CIB1/YWHAB/HSP90AA1/TIMM50/TIMM21/TOMM34/FIS1/BAP1/PEX19/PEX3/MIEF2/SH3GLB1/HACL1/TIMM8B/PEX16/NCOA4/SAMM50/HSPA8/TIMM13/AP4B1/GET3/AP3M1/MICALL1/MFN2/SRP14/CHMP4B/SRP68/SMURF1/TIMM22/PEX5/SEC61A1/MTX1/TIMM44/PEX14/PEX26/PDCD5/TIMM23/LRRK2/NAGPA/AKT2/FBXO7/SRP72/ERBB2",61
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","49/1840","252/18870",1.98554538616399e-06,8.55931408403563e-05,7.51806173212429e-05,"PKP3/PLEKHN1/RBM8A/PABPC4/EIF4ENIF1/DCPS/PAIP1/VIM/MYD88/FASTKD2/UPF1/IGF2BP1/FUS/CSDE1/CNOT7/HNRNPD/HNRNPC/CAPRIN1/PNPT1/MAGOH/EXOSC3/YBX1/LARP1/AKT1/CNOT4/IREB2/SYNCRIP/PAN3/HNRNPAB/MAGOHB/TBRG4/ZFP36L2/METTL3/FASTKD5/ANGEL2/NRDE2/CNOT6L/RNASEL/NBAS/ZC3H14/KHSRP/RC3H1/ALKBH5/UPF3A/CNOT1/POLR2G/CNOT2/YTHDF3/CIRBP",49
"GO:0031647","GO:0031647","regulation of protein stability","59/1840","325/18870",1.99620819834194e-06,8.55931408403563e-05,7.51806173212429e-05,"AURKA/HCFC1/PHB1/PLK1/HSP90AB1/PFN1/CCT3/PARVA/DAZAP2/RAB21/PRNP/DNLZ/GAPDH/GNAQ/MTOR/LMNA/HSPD1/HSP90AA1/CCT5/PDCL3/BAG3/CREBBP/TRIM21/PEX19/DERL1/SH3GLB1/CCT6A/MFSD1/BAG2/KDM8/GNL3L/HSPA8/WIZ/RUVBL2/NCLN/PIK3R1/CCT7/CCAR2/TRIM39/FLNA/PDRG1/PFDN6/DDRGK1/RUVBL1/NDC80/VPS35/PFN2/PHB2/DNAAF10/FBXL3/MUL1/UXT/TAF9/TELO2/LRRK2/TRIM44/HSPA1A/FBXO7/CCT2",59
"GO:0045739","GO:0045739","positive regulation of DNA repair","31/1840","130/18870",2.01531828559954e-06,8.57579000773683e-05,7.53253333700562e-05,"BRD8/BABAM1/FOXM1/SMARCD1/MCRS1/KAT5/HMGB1/FUS/EPC2/ARID1A/ARID2/ACTR8/ZCWPW1/TRIM28/SMARCB1/ACTB/EPC1/PIAS4/RUVBL2/PBRM1/RUVBL1/INO80E/DMAP1/INO80/INO80D/INO80B/TFPT/BCL7B/PARP3/DPF2/ARID1B",31
"GO:0006275","GO:0006275","regulation of DNA replication","30/1840","124/18870",2.12832467476569e-06,8.98857120162322e-05,7.89509912989853e-05,"JADE2/TERF1/ZBTB38/CCNA2/S100A11/PPP2R1A/MCRS1/POLE3/SSBP1/CHTF8/NBN/DBF4/ING5/DBF4B/BCAR3/ACTR8/PPP2CA/WIZ/RUVBL2/CHRAC1/MAP2K4/RUVBL1/INO80E/ATF1/INO80/NUCKS1/BRPF3/INO80D/INO80B/TFPT",30
"GO:1904507","GO:1904507","positive regulation of telomere maintenance in response to DNA damage","9/1840","15/18870",2.26718523856018e-06,9.43316998888336e-05,8.28561186209089e-05,"MCRS1/ACTR8/RUVBL2/RUVBL1/INO80E/INO80/INO80D/INO80B/TFPT",9
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","9/1840","15/18870",2.26718523856018e-06,9.43316998888336e-05,8.28561186209089e-05,"CCT3/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",9
"GO:0006626","GO:0006626","protein targeting to mitochondrion","27/1840","106/18870",2.36439781651372e-06,9.76531068776292e-05,8.57734718730635e-05,"TOMM6/PITRM1/UBE2L3/DNLZ/LEPROT/HSPD1/TOMM22/BCAP31/TOMM40/HSP90AA1/TIMM50/TIMM21/TOMM34/FIS1/BAP1/SH3GLB1/TIMM8B/SAMM50/TIMM13/MFN2/TIMM22/MTX1/TIMM44/PDCD5/TIMM23/LRRK2/FBXO7",27
"GO:0051098","GO:0051098","regulation of binding","50/1840","262/18870",2.75231406244984e-06,0.000111112908852465,9.75958703918561e-05,"CAV1/AURKA/PLK1/NRP1/RAN/SUMO3/MET/HMGA2/DTX3L/HFE/DAZAP2/HIPK2/LAMTOR5/HMGB1/LRPAP1/HMGB2/RALB/NSD1/PARP9/TRIM21/ANXA2/NIBAN2/NME1/HJURP/PEX19/DERL1/SYMPK/EIF4G1/PPP2CA/ACTB/BAG2/GNL3L/AKT1/GTF2F1/IFIT2/TFIP11/IFI16/IFIT1/TRAF6/STMN1/DDRGK1/TXN/PPP2CB/NUCKS1/ADD1/PEX14/PSME3IP1/ATP2A2/LRRK2/PPP1CA",50
"GO:0090068","GO:0090068","positive regulation of cell cycle process","50/1840","262/18870",2.75231406244984e-06,0.000111112908852465,9.75958703918561e-05,"CCNB1/AURKA/CDC20/MEPCE/CDCA8/BUB1/SPAG5/SPHK1/CDC25B/UBE2C/MACROH2A1/FAM83D/RCC2/KAT5/ANAPC7/MAD1L1/CUL4A/CHMP3/RPTOR/NSFL1C/KIF23/DBF4/DLGAP5/ADAMTS1/DBF4B/KIF14/RACGAP1/INCENP/EIF4G1/DYNC1LI1/BIRC5/CIT/NCAPG2/AKT1/POLDIP2/WIZ/ESPL1/MBLAC1/PRKCE/BTC/DDRGK1/NDC80/CDK10/NUDT16/PLSCR1/PHB2/INO80/PLRG1/PKP4/GEN1",50
"GO:1903405","GO:1903405","protein localization to nuclear body","8/1840","12/18870",2.78246670064232e-06,0.000111112908852465,9.75958703918561e-05,"MEPCE/CCT3/CCT5/CCT6A/CCT7/DKC1/LARP7/CCT2",8
"GO:1904867","GO:1904867","protein localization to Cajal body","8/1840","12/18870",2.78246670064232e-06,0.000111112908852465,9.75958703918561e-05,"MEPCE/CCT3/CCT5/CCT6A/CCT7/DKC1/LARP7/CCT2",8
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","38/1840","178/18870",2.78919710667573e-06,0.000111112908852465,9.75958703918561e-05,"USP5/CAV1/VCP/AURKA/CDC20/PLK1/HSP90AB1/PRICKLE1/TGFB1I1/ZFAND2A/HFE/HIPK2/RBX1/HSPBP1/BCAP31/PML/PDCL3/KEAP1/PBK/TLK2/PSMD10/AKT1/USP14/COMMD1/CCAR2/TRIM39/DDRGK1/ARAF/CSNK1D/SMURF1/UBQLN1/TAF9/UBQLN2/PHF20L1/LRRK2/HECTD1/CCDC22/HSPA1A",38
"GO:0019058","GO:0019058","viral life cycle","58/1840","321/18870",2.83330213162512e-06,0.000112075056854495,9.84409717637282e-05,"CAV1/VCP/PHB1/HSP90AB1/NRP1/MX1/OAS2/BANF1/OAS1/HMGA2/IFIH1/RSAD2/DDX56/LAMTOR5/MAVS/HMGB1/KPNA2/ITGB6/CHMP3/EIF2AK4/CAV2/CHMP6/ITGB5/NOTCH1/CNOT7/TRIM21/CTBP1/SLC52A2/SMPD1/PPIA/CTSL/TRIM8/TRIM28/TARBP2/SMARCB1/PDCD6IP/LARP1/PPIH/HSPA8/PCBP1/IFI16/IFIT1/CHMP4B/OAS3/DDX6/AXL/ADAR/PLSCR1/CIITA/CCNK/TRIM38/SLC7A1/CHMP4C/NUCKS1/RNASEL/HTATSF1/VAPB/HSPA1A",58
"GO:0090670","GO:0090670","RNA localization to Cajal body","10/1840","19/18870",3.06664917013484e-06,0.00011717937679352,0.000102924344149101,"CCT3/EXOSC10/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",10
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","10/1840","19/18870",3.06664917013484e-06,0.00011717937679352,0.000102924344149101,"CCT3/EXOSC10/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",10
"GO:0090672","GO:0090672","telomerase RNA localization","10/1840","19/18870",3.06664917013484e-06,0.00011717937679352,0.000102924344149101,"CCT3/EXOSC10/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",10
"GO:0090685","GO:0090685","RNA localization to nucleus","10/1840","19/18870",3.06664917013484e-06,0.00011717937679352,0.000102924344149101,"CCT3/EXOSC10/NHP2/CCT5/CCT6A/RUVBL2/CCT7/DKC1/RUVBL1/CCT2",10
"GO:1904505","GO:1904505","regulation of telomere maintenance in response to DNA damage","10/1840","19/18870",3.06664917013484e-06,0.00011717937679352,0.000102924344149101,"MCRS1/ACTR8/RTEL1/RUVBL2/RUVBL1/INO80E/INO80/INO80D/INO80B/TFPT",10
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","14/1840","36/18870",3.20427259049995e-06,0.000121610805005664,0.000106816683013323,"UTP20/EIF6/EXOSC10/PES1/MTREX/EXOSC3/RRP15/LAS1L/URB1/NOP9/NSA2/RRS1/NOL9/ABT1",14
"GO:2000779","GO:2000779","regulation of double-strand break repair","31/1840","133/18870",3.3659715107362e-06,0.000126890348830908,0.000111453963057722,"BRD8/FOXM1/SMARCD1/HMGA2/KAT5/OTUB1/FUS/PML/EPC2/CYREN/ARID1A/ARID2/ZCWPW1/SMARCB1/ACTB/RTEL1/EPC1/PIAS4/TFIP11/RUVBL2/POLQ/PBRM1/RUVBL1/PPP4R3B/DMAP1/BCL7B/PARP3/OGG1/PPP4R2/DPF2/ARID1B",31
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","16/1840","46/18870",3.61296893249542e-06,0.000132640826757038,0.00011650488742075,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0033120","GO:0033120","positive regulation of RNA splicing","16/1840","46/18870",3.61296893249542e-06,0.000132640826757038,0.00011650488742075,"RBM3/WDR77/NCL/U2AF2/PRPF19/SF3B4/DYRK1A/PRDX6/ZPR1/PRMT5/RBM22/HSPA8/POLR2A/PIK3R1/HSPA1A/CIRBP",16
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","16/1840","46/18870",3.61296893249542e-06,0.000132640826757038,0.00011650488742075,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","16/1840","46/18870",3.61296893249542e-06,0.000132640826757038,0.00011650488742075,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0045069","GO:0045069","regulation of viral genome replication","23/1840","85/18870",4.32828516023749e-06,0.000157869985357494,0.000138664884115059,"MX1/OAS2/BANF1/OAS1/HMGA2/IFIH1/RSAD2/MAVS/NOTCH1/CNOT7/PPIA/TRIM28/TARBP2/LARP1/PPIH/IFI16/IFIT1/OAS3/ADAR/PLSCR1/TRIM38/RNASEL/VAPB",23
"GO:0045787","GO:0045787","positive regulation of cell cycle","59/1840","334/18870",4.87681252506084e-06,0.000176729393246882,0.000155230019048965,"CCNB1/AURKA/HCFC1/CDC20/MEPCE/CDCA8/BUB1/SPAG5/SPHK1/CDC25B/UBE2C/MACROH2A1/DUSP3/FAM83D/RCC2/KAT5/ANAPC7/MAD1L1/CUL4A/PSRC1/CHMP3/RPTOR/NSFL1C/KIF23/TRIM21/DBF4/DLGAP5/ADAMTS1/DBF4B/KIF14/ZPR1/RACGAP1/INCENP/EIF4G1/DYNC1LI1/PSMD10/BIRC5/CIT/NCAPG2/AKT1/POLDIP2/WIZ/ESPL1/MBLAC1/PRKCE/BTC/DDRGK1/FOXG1/NDC80/CDK10/NUDT16/PLSCR1/FOSL1/PHB2/LFNG/INO80/PLRG1/PKP4/GEN1",59
"GO:0031577","GO:0031577","spindle checkpoint signaling","16/1840","47/18870",4.98429018503478e-06,0.000179466397239361,0.000157634062734535,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","28/1840","117/18870",5.75408654319065e-06,0.000205864357408292,0.000180820674676061,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PLK1/PSMC6/PRICKLE1/PSMC4/PSMC5/PSMC3/ZFAND2A/RBX1/HSPBP1/BCAP31/PSMC2/KEAP1/PSMD10/BAG2/AKT1/DDRGK1/CSNK1D/UBQLN1/UBQLN2/LRRK2/HECTD1/HSPA1A",28
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","32/1840","143/18870",5.91903554688163e-06,0.000210425459916671,0.000184826912779708,"USP5/CAV1/VCP/AURKA/CDC20/PLK1/HSP90AB1/PRICKLE1/ZFAND2A/HFE/RBX1/HSPBP1/BCAP31/KEAP1/PBK/TLK2/PSMD10/AKT1/USP14/COMMD1/CCAR2/TRIM39/DDRGK1/ARAF/CSNK1D/UBQLN1/TAF9/UBQLN2/PHF20L1/LRRK2/HECTD1/HSPA1A",32
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","16/1840","48/18870",6.80324377353038e-06,0.000235887779480989,0.00020719170608536,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","16/1840","48/18870",6.80324377353038e-06,0.000235887779480989,0.00020719170608536,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","16/1840","48/18870",6.80324377353038e-06,0.000235887779480989,0.00020719170608536,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","16/1840","48/18870",6.80324377353038e-06,0.000235887779480989,0.00020719170608536,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:0006997","GO:0006997","nucleus organization","32/1840","144/18870",6.90869587448337e-06,0.000238074507527442,0.000209112415651944,"PLK1/TMEM43/LMNB1/BANF1/HIPK2/KAT5/HMGB2/CHMP3/LMNA/NSFL1C/CHMP6/PML/KDM3A/EMG1/ZPR1/NUP107/POLR1B/REEP4/EPC1/MFSD14A/CHMP4B/SUV39H1/ATXN7/PITPNB/NDC1/PARP11/CHMP4C/SEH1L/PLEC/NUP93/UBE2I/NEMP1",32
"GO:0006406","GO:0006406","mRNA export from nucleus","20/1840","70/18870",7.35415573116272e-06,0.000251879833792323,0.000221238304954812,"RBM8A/ALYREF/HNRNPA2B1/RAE1/UPF1/NUP88/SMG5/DDX39A/PABPN1/SRSF3/NUP214/MAGOH/MCM3AP/NUP107/POLDIP3/MAGOHB/GLE1/ENY2/NUP93/ALKBH5",20
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","21/1840","76/18870",7.8139275942269e-06,0.000266005038162258,0.000233645158750504,"EBNA1BP2/MRTO4/EIF6/FASTKD2/NHP2/WDR74/NIP7/PES1/NOC2L/MRPL20/RRP15/LAS1L/URB1/SURF6/DDX18/CINP/NSA2/RRS1/NOP16/NOP2/NOL9",21
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","17/1840","54/18870",8.47428870111732e-06,0.000286747467675759,0.000251864243133398,"CCNB1/CDC20/CDCA8/PLK1/BUB1/KAT5/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",17
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification","34/1840","159/18870",8.7926687185223e-06,0.000295724642121027,0.000259749331938055,"CAV1/VCP/HCFC1/CDC20/NMI/PLK1/PRICKLE1/SPHK1/UBE2C/MCRS1/RBX1/UBE2L3/HSPBP1/SKP1/PEF1/PHF23/DCUN1D5/CENPX/DERL1/PSMD10/PIAS4/COMMD1/MYBBP1A/TRAF6/AIMP2/SUV39H1/DCUN1D4/DDX21/WDR5/MUL1/UBQLN1/KANSL2/LRRK2/NELFE",34
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","31/1840","139/18870",8.8448887086225e-06,0.000295724642121027,0.000259749331938055,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PLK1/PSMC6/PRICKLE1/PSMC4/TGFB1I1/PSMC5/PSMC3/ZFAND2A/RBX1/HSPBP1/BCAP31/PSMC2/KEAP1/PSMD10/BAG2/AKT1/DDRGK1/CSNK1D/SMURF1/UBQLN1/UBQLN2/LRRK2/HECTD1/CCDC22/HSPA1A",31
"GO:0032388","GO:0032388","positive regulation of intracellular transport","40/1840","201/18870",9.44479793754183e-06,0.000313913787072027,0.00027572574234356,"RAPGEF3/SPAG5/ANP32B/RAN/RAB21/PRNP/MAVS/MSN/UBE2L3/NMT1/LEPROT/CPSF6/BCAP31/CIB1/HSP90AA1/BAG3/ANXA2/EIPR1/KHDRBS1/FIS1/BAP1/MIEF2/SH3GLB1/ZPR1/PCNT/SAR1B/TRIM28/RBM22/PIK3R1/FLNA/EZR/DMAP1/NRDE2/PTPN23/IPO5/MTMR2/PDCD5/CAPN10/AKT2/ERBB2",40
"GO:0050792","GO:0050792","regulation of viral process","35/1840","168/18870",1.19268914485586e-05,0.000394078525097374,0.000346138329531852,"MX1/MDFIC/OAS2/BANF1/OAS1/HMGA2/IFIH1/RSAD2/MAVS/HMGB1/KPNA2/NOTCH1/CNOT7/TRIM21/SMPD1/PPIA/TRIM8/TRIM14/TRIM28/TARBP2/LARP1/PPIH/IFI16/IFIT1/OAS3/AXL/ADAR/TRIM27/PLSCR1/CIITA/TRIM38/RNASEL/TRIM13/VAPB/LARP7",35
"GO:0016573","GO:0016573","histone acetylation","16/1840","50/18870",1.2302366396893e-05,0.00039714018420315,0.000348827533588855,"BRD8/CREBBP/MSL3/SET/TADA2B/RUVBL2/MYBBP1A/RUVBL1/DMAP1/TAF5L/DDX21/TAF9/KANSL2/PHF20L1/TADA2A/NFYC",16
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","16/1840","50/18870",1.2302366396893e-05,0.00039714018420315,0.000348827533588855,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","16/1840","50/18870",1.2302366396893e-05,0.00039714018420315,0.000348827533588855,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:1905819","GO:1905819","negative regulation of chromosome separation","16/1840","50/18870",1.2302366396893e-05,0.00039714018420315,0.000348827533588855,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",16
"GO:1990173","GO:1990173","protein localization to nucleoplasm","8/1840","14/18870",1.41053865369031e-05,0.000452742606730197,0.000397665844802795,"MEPCE/CCT3/CCT5/CCT6A/CCT7/DKC1/LARP7/CCT2",8
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","17/1840","56/18870",1.45777069975608e-05,0.000465244205711926,0.000408646607042868,"CCNB1/CDC20/CDCA8/PLK1/BUB1/MAD1L1/AURKAIP1/INCENP/DYNC1LI1/IK/BIRC5/ZW10/CENPF/NDC80/BUB3/SPC25/GEN1",17
